region,year,site-name,permit,status,latitude,longitude,operator,activities,accepts,tonnes-input,tonnes-treated-recovered,tonnes-output
Aberdeenshire,2019,Kirkhill Waste Transfer Station,WML/L/1118006,Operational,57.56461632069253,-1.9822464771035402,ABERDEENSHIRE COUNCIL,Transfer station,Commercial / Household / Industrial / Other special / Special asbestos,18493.96,0,18493.96
Falkirk,2019,"Foundry Steels, Clyde St, Grangemouth",WML/E/0000040,Operational,56.020857250456174,-3.7395701230531664,WATLER DICK MORTON,Metal recycler,Commercial / Household / Industrial,13062,6662,10913
Argyll and Bute,2019,"Gott Bay LFS, Isle of Tiree, Argyll",PPC/A/1008888,Operational,56.513938662288545,-6.824253250436739,ARGYLL & BUTE COUNCIL,Civic amenity / Landfill / Transfer station,Commercial / Household / Industrial / Inert,682.44,0,632.84
Renfrewshire,2019,"Augean Treatment Ltd, 36 Clark St, Paisley",PPC/A/1004470,Operational,55.853712714144606,-4.437699878940687,AUGEAN TREATMENT LIMITED,Other treatment,Commercial / Industrial / Inert / Other special,21455.35,9611.38,11444.88
North Lanarkshire,2019,"SRCL Ltd, Cumbernauld",PPC/A/1016619,Operational,55.967168329838046,-3.960965181425572,SCRL,Other treatment,Commercial / Household / Industrial / Other special,2145.91,540.45,1994.71
Aberdeen City,2019,"Tullos Waste Management Facility, East Tullos",PPC/A/1016734,Operational,57.126723525493325,-2.0769798038024025,AUGEAN NORTH SEA SERVICES LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial / Other special,8224.52,3547.11,9439.57
Falkirk,2019,"Avondale Materials Recycling Facility,Falkirk",WML/L/1092893,Operational,55.99006737600737,-3.6838636590005303,AVONDALE ENVIRONMENTAL LTD,Transfer station,Commercial / Household / Industrial,71752.82,71752.82,72698.73
Fife,2019,"Levenmouth Autos ELV/MR, Glenfarg Works",WML/E/0000276,Operational,56.19023341312099,-3.01244289098983,LEVENMOUTH AUTO BREAKERS,Metal recycler,Commercial,69.96,1082.14,885
Aberdeenshire,2019,"Ellon Waste Transfer Station, Ellon",WML/L/1168948,Operational,57.368047558364445,-2.045559545135923,ABERDEENSHIRE COUNCIL,Transfer station,Household / Other special,11865.9,0,11865.9
Aberdeenshire,2019,"TWMA - Dales Ind Est, Peterhead",PPC/A/1000175,Operational,57.49342445690271,-1.8165702732005935,TOTAL WASTE MANAGEMENT PLC,Other treatment / Transfer station,Industrial / Other special,22660.2,30810.1,19638.86
North Ayrshire,2019,High Boydstone Farm Transfer Station,WML/L/1085559,Operational,55.67154920447386,-4.820275124568129,D W PARKER LTD,Transfer station,Commercial / Household / Industrial,6252,6252,3463.26
Scottish Borders,2019,Easter Langlee Aggregate & Recycling Facility,WML/L/1085598,Operational,55.61556529650361,-2.763654837473405,SCOTTISH BORDERS COUNCIL,Other treatment,Industrial,793.99,793.99,655.64
Falkirk,2019,"Calachem Ltd, Grangemouth",PPC/A/1008834,Operational,56.01336967147785,-3.737741436571566,CALACHEM LIMITED,Other treatment,Industrial / Other special,119339.27,119339.27,1305.87
Highland,2019,"Lotland Street Depot, TEC Services, Inverness",WML/L/1112123,Operational,57.49017439121171,-4.227855970697233,THE HIGHLAND COUNCIL,Other treatment / Transfer station,Industrial,214,214,19.84
Scottish Borders,2019,"Galashiels WWTW, Galafoot, Galashiels",WML/E/0020196,Operational,55.60661766283251,-2.7732124204674538,SCOTTISH WATER,Other treatment / Transfer station,Industrial,20442.17,20442.21,4589.69
Aberdeenshire,2019,"Yard B, Blackdog Industrial Estate, Aberdeen",PPC/A/1003212,Operational,57.22285586541898,-2.071879983035622,AUGEAN NORTH SEA SERVICES LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial / Inert / Other special / Special asbestos,8838.27,2901.47,8626.2
Aberdeenshire,2019,"A & M Smith, Bankhead, Portlethen",PPC/A/1008883,Operational,57.08842539273775,-2.120895435845137,A & M SMITH SKIPHIRE LIMITED,Landfill / Other treatment / Transfer station,Commercial / Household / Industrial / Inert,42779,34045,31628
Shetland Islands,2019,Greenhead Decommissioning Transfer Station,PPC/A/1003203,Operational,60.180008435914665,-1.1558550005582482,VEOLIA ES UK LIMITED,Other treatment,Commercial / Industrial / Other special,5197.32,4635.47,3572.11
East Lothian,2019,"Dunbar ERF , Dunbar",PPC/A/1032878,Operational,55.97527111758693,-2.461528595623184,VIRIDOR WASTE MANAGEMENT LTD,Incineration,Commercial / Household / Industrial,262138.58,0,83891.93
Fife,2019,"Methil Recycling Centre, Steelworks Brae, Met",WML/L/1079298,Operational,56.1916680561699,-3.0226500448911438,FIFE COUNCIL,Civic amenity,Commercial / Household / Industrial,5137.48,0,5137.48
Renfrewshire,2019,"Enva Scotland Limited, 60 Murray St Paisley",PPC/A/1016807,Operational,55.85165057753261,-4.433799522122937,ENVA SCOTLAND LIMITED,Other treatment,Commercial / Industrial / Other special / Special asbestos,29495.64,11512.35,8775.63
Highland,2019,"Cannon Hygiene TS, Carsegate Road, Inverness",WML/N/0050062,Operational,57.487974253932855,-4.249031757832288,CANNON HYGIENE LTD,Transfer station,Commercial / Household / Industrial / Other special,273.66,0,273.66
Glasgow City,2019,"Nuneaton Street, Dalmarnock, Glasgow",WML/W/0022042,Operational,55.847731291346996,-4.210507576240964,NWH WASTE SERVICES LIMITED,Transfer station,Industrial,57206.61,43289.96,53110.48
Renfrewshire,2019,"WEEE Solutions,Unit 3, Linwood Trading Estate",WML/L/1083066,Operational,55.83987814173655,-4.489774705366874,WEEE SOLUTIONS LIMITED,Other treatment,Commercial / Household / Other special,4236.21,4236.44,4141.45
South Lanarkshire,2019,"SLC, 18 Forrest St, Blantyre",WML/L/1103592,Operational,55.79212109858479,-4.077473626277689,SOUTH LANARKSHIRE COUNCIL,Transfer station,Commercial,1530.08,0,1530.08
Highland,2019,"HC RC & TS, Lairg Station, Sutherland",WML/N/0050046,Operational,58.00492564098465,-4.3941657165519326,THE HIGHLAND COUNCIL,Civic amenity / Transfer station,Household / Industrial,341.29,0,283.85
Fife,2019,"RWE Markinch Limited, Glenrothes",PPC/A/1096556,Operational,56.201619729282115,-3.1606331446762077,RWE MARKINCH LIMITED,Co-incineration,Commercial / Industrial,320721.06,0,15159.69
Fife,2019,Envirokleen Unit Kirkcaldy,WML/L/1034793,Operational,56.131949922400935,-3.1226816673812356,ENVIRO KLEEN (SCOTLAND) LIMITED,Transfer station,Commercial,6611.5,2185.5,7474.98
Falkirk,2019,"Unit 5 Redding Industrial Estate, Redding",WML/L/1098861,Operational,55.98428692322563,-3.739642960231788,DAVID JONES,Transfer station,Commercial / Household / Industrial,2664.64,2664.64,1893.04
Dumfries and Galloway,2019,"Mosspark Waste Transfer Station, Dumfries",WML/L/1090370,Operational,55.06417514171441,-3.559127542157667,OAKBANK WASTE MANAGEMENT LIMITED,Transfer station,Commercial / Household / Industrial / Other special,54367.5,54797.05,26150.07
Midlothian,2019,"Millerhill Anaerobic Digestion Facility, Dalk",PPC/A/1111635,Operational,55.92697706674602,-3.0839028935313197,BIOGEN EM OPCO LTD (FORMERLY KELDA ORGANIC ENERGY  LTD),Anaerobic digestion,Commercial / Household / Industrial,23007.19,23007.19,1959.49
Moray,2019,"Forres CA/TS, Waterford Road, Forres",WML/N/0050073,Operational,57.61634631013453,-3.628689636481219,MORAY COUNCIL,Civic amenity / Transfer station,Commercial / Household / Industrial,11777.08,0,11780.52
Aberdeen City,2019,"Nigg STW, Coast Road, Nigg, Aberdeen",WML/N/0020217,Operational,57.132411261177054,-2.05893327221541,GRAMPIAN WASTE WATER SERVICES LTD,Transfer station,Industrial,92248.07,92247.75,26037.68
Dumfries and Galloway,2019,Troqueer Waste Water Treatment Works - WML,WML/W/0020137,Operational,55.05407068471094,-3.6117035084025106,SCOTTISH WATER,Other treatment,Commercial / Household / Industrial,34593.16,34593.16,6350.29
Falkirk,2019,"Veolia, Falkirk",PPC/A/1016676,Operational,56.01475919929215,-3.7702135186783234,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Other treatment / Transfer station,Commercial / Household / Industrial / Other special / Special asbestos,14704.01,0,13266.37
Glasgow City,2019,Glasgow Recycling & Renewable Energy Centre,PPC/A/1110002,Operational,55.83384698205352,-4.242620820020582,VIRIDOR (GLASGOW) LIMITED,Incineration / Other treatment,Commercial / Household / Industrial,148346.78,147171.02,86398.19
Argyll and Bute,2019,"Dalinlongart L/F & Compost, Sandbank, Dunoon",PPC/A/1004280,Operational,55.99386941211709,-4.9806233054472075,SHANKS ARGYLL & BUTE LIMITED,Composting / Landfill / Transfer station,Commercial / Household / Industrial / Inert,16629.36,7356.5,2950.95
Falkirk,2019,"Scottish Water, Broadside Landfill, Denny",PPC/A/1004252,Operational,56.02629458986938,-3.9752933610156744,SCOTTISH WATER,Landfill,Industrial / Inert,6,0,3
Argyll and Bute,2019,Lingerton Landfill Site,PPC/A/1004281,Operational,56.01316184324878,-5.42062111589626,SHANKS ARGYLL & BUTE LIMITED,Civic amenity / Composting / Landfill / Transfer station,Commercial / Household / Industrial / Inert,26336.71,5027.86,2274.84
West Lothian,2019,"Dalton Metal Recycling,15 Youngs Rd, Broxburn",PPC/A/1155971,Operational,55.94240010906863,-3.449881276640143,DALTON METALS,Other treatment,Commercial,43404.75,43329.76,42108.52
Glasgow City,2019,"Riverside Berth, King George V Dock, Glasgow",PPC/A/1123280,Operational,55.868468063093125,-4.343089912550747,JOHN R ADAM & SONS LTD,Metal recycler,Commercial,184114,21275,188566
Scottish Borders,2019,"Duns Depot, Station Road, Duns",WML/L/1085597,Operational,55.770806317095435,-2.338991457938275,SCOTTISH BORDERS COUNCIL,Other treatment,Industrial,1163.73,1163.73,581.52
Highland,2019,"HC Dingwall RC, 6C Strathview, Dingwall",WML/N/0220203,Operational,57.603092912475816,-4.450397865706943,THE HIGHLAND COUNCIL,Civic amenity,Commercial / Household / Other special,4131.68,0,4131.68
Aberdeenshire,2019,"Causewayfold, Meikle Wartle, Inverurie",WML/L/1035457,Operational,57.37274568390702,-2.4511656007649334,INVERURIE SKIP HIRE LIMITED,Transfer station,Commercial,9025,2799,12781.59
West Lothian,2019,Whitehill Resource Management Facility,WML/L/1159377,Operational,55.88490519020342,-3.628569180004483,WEST LOTHIAN COUNCIL,Civic amenity / Transfer station,Household,56608.25,0,56672.1
Shetland Islands,2019,"Lerwick WWTW, Rova Head, Lerwick, Shetland",WML/L/1084618,Operational,60.18486002693322,-1.1547928175516364,SCOTTISH WATER,Other treatment,Commercial / Household / Industrial,4326.19,4326.19,1538.56
Scottish Borders,2019,Eshiels WTS & Community Recycling Centre,WML/L/1081399,Operational,55.646024823458646,-3.156064589838407,SCOTTISH BORDERS COUNCIL,Civic amenity / Transfer station,Commercial / Household,8852.07,0,8542.07
Highland,2019,"Inverness Area Office & Depot TS, Longman Nrt",WML/N/0220024,Operational,57.491862180927384,-4.225405367516443,SCOTTISH WATER,Transfer station,Industrial / Special asbestos,0.42,0,176.42
Highland,2019,NORTHERN RECYCLING SOLUTIONS LTD ALNESS,WML/L/1108740,Operational,57.69368059152169,-4.262708637883026,NORTHERN RECYCLING SOLUTIONS LTD,Transfer station,Commercial / Household / Industrial / Inert,2594.84,1266.23,2521.91
Aberdeenshire,2019,Easter Hatton Dry Waste Transfer Station,PPC/A/1016127,Operational,57.23243246999907,-2.0546528817976273,TAYLORS INDUSTRIAL SERVICES LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial,29271.52,29271.52,23698.59
West Dunbartonshire,2019,"The Recycling Centre, Old Kilpatrick",WML/W/0020027,Operational,55.92022918002144,-4.457674877614703,WEST DUNBARTONSHIRE COUNCIL,Civic amenity,Household,3407.17,0,3407.12
Glasgow City,2019,BLOCHAIRN ROAD TRANSFER STATION,WML/W/0000006,Operational,55.87032096006601,-4.2094091559818825,GLASGOW CITY COUNCIL,Transfer station,Commercial,9104.85,0,8855.11
North Ayrshire,2019,"Paddockholm Rd Civic Amenity Site, Kilbirnie",WML/L/1084290,Operational,55.75314735641388,-4.6779467504995775,NORTH AYRSHIRE COUNCIL,Civic amenity,Commercial / Household / Industrial / Inert / Other special,2020.62,0,2020.62
Scottish Borders,2019,"Kelso Community Recycling Centre, Kelso",WML/L/1121693,Operational,55.58954039031022,-2.4239864068028165,SCOTTISH BORDERS COUNCIL,Civic amenity,Commercial / Household,3145.14,0,3145.13
Perth and Kinross,2019,Blairgowrie Civic Amenity Site & Transfer Stn,WML/L/1030917,Operational,56.58790889007843,-3.3332280392704647,PERTH & KINROSS COUNCIL,Civic amenity / Transfer station,Commercial / Household / Industrial / Inert,11196,0,11196
Glasgow City,2019,"Daldowie Sludge Treatment Centre, Daldowie",WML/W/0000275,Operational,55.8331782882102,-4.1222725458354725,SCOTTISH WATER,Transfer station,Industrial,1637.73,1636,288.62
Scottish Borders,2019,"Eyemouth Community Recycling Point, Eyemouth",WML/E/0220299,Operational,55.861629637490566,-2.0790932014501204,SCOTTISH BORDERS COUNCIL,Civic amenity,Commercial / Household,1476.99,0,1477
Orkney Islands,2019,"OIC Stromness CA Site, Garston Ind Est,Orkney",WML/N/0050022,Operational,58.96764124049356,-3.279253778400239,ORKNEY ISLANDS COUNCIL,Civic amenity,Commercial / Household / Industrial,1091.79,0,1091.79
Dumfries and Galloway,2019,Sanquhar Civic Amenity & Recycling Centre,WML/L/1040274,Operational,55.37321994372408,-3.9220979913105767,DUMFRIES & GALLOWAY COUNCIL,Civic amenity,Household,1000.59,0,1000.59
Scottish Borders,2019,"Duns Community Recycling Centre, Duns",WML/E/0220302,Operational,55.77122685097767,-2.33638069719974,SCOTTISH BORDERS COUNCIL,Civic amenity,Commercial / Household,1649.2,0,1649.19
Scottish Borders,2019,"Duns Vehicle Compound, Station Road Ind Est",WML/E/0220303,Operational,55.77097306148991,-2.337175582825867,SCOTTISH BORDERS COUNCIL,Transfer station,Commercial / Household,123.82,0,123.82
Fife,2019,"Donibristle Landscapes, Inverkeithing, Fife",WML/L/1034654,Operational,56.02247797931778,-3.402815441415654,DONIBRISTLE LANDSCAPES,Transfer station,Commercial / Household / Industrial / Inert,2557,0,2440
Shetland Islands,2019,"Dales Voe Decommissioning Facility, Shetland",PPC/A/1170789,Operational,60.192968101858156,-1.1745684482125918,VEOLIA ES UK LIMITED,Other treatment,Commercial / Household / Industrial / Other special,2174,2174,4365.54
Midlothian,2019,"Penicuik CA Site, Bellman's Road, Penicuik",WML/E/0020046,Operational,55.83178120074061,-3.226668505090814,MIDLOTHIAN COUNCIL,Civic amenity,Household,1776.45,450,1776.45
Midlothian,2019,"Thomas Melrose Limited, Easthouses Ind Est",WML/L/1033801,Operational,55.882227357114736,-3.0440447326039455,THOMAS MELROSE LIMITED,Metal recycler,Commercial / Household / Industrial,11688.8,11688.62,13865.2
Highland,2019,"Wick Area Office & Depot, Wick",WML/L/1140402,Operational,58.450051024372286,-3.0890620414218604,SCOTTISH WATER,Transfer station,Industrial / Special asbestos,0.62,0,1.9
North Ayrshire,2019,"Pulverisation Plant, 4-6 Metcalfe Pl, Shewalt",WML/W/0020056,Operational,55.59499842288025,-4.64193133457402,NORTH AYRSHIRE COUNCIL,Other treatment / Transfer station,Commercial / Household,52846.31,0,52864.03
Perth and Kinross,2019,"Wyllie Recycling, Ruthvenfield Way, Perth",WML/L/1037193,Operational,56.416071967619295,-3.4774473227566474,WYLLIE RECYCLING LTD,Transfer station,Commercial / Household,22244.49,21546.58,22809.27
Scottish Borders,2019,Galashiels Waste TS and Com Recycling Point,WML/E/0220215,Operational,55.61707681642846,-2.7604765927807495,SCOTTISH BORDERS COUNCIL,Civic amenity / Transfer station,Commercial / Household / Industrial,7252.01,0,7217.79
North Ayrshire,2019,"Bartonholm Civic Amenity Site, Irvine",WML/W/0020051,Operational,55.63444808306835,-4.691007782398431,NORTH AYRSHIRE COUNCIL,Civic amenity,Household,7870.71,0,7870.71
Glasgow City,2019,"AW Jenkinson Woodwaste,Kenmuir Rd,Glasgow",WML/L/1100235,Operational,55.83816792134659,-4.138293684977621,A W JENKINSON WOODWASTE LTD,Transfer station,Commercial,57277.72,56089.72,60939
Stirling,2019,Lower Polmaise Waste Transfer Station,WML/E/0220124,Operational,56.118690983291586,-3.8700151687249225,STIRLING COUNCIL,Transfer station,Commercial / Household / Industrial / Special asbestos,60002.32,0,60964.09
Argyll and Bute,2019,"MACC Dev Ltd, 151 Treatment Plant Campbeltown",WML/L/1148896,Operational,55.43907127881646,-5.6879561762545165,GRAEMES WASTE SOLUTIONS LTD,Other treatment,Household,18,18,18
City of Edinburgh,2019,"Bankhead Depot, Edinburgh",WML/L/1162721,Operational,55.924311293274414,-3.289706973031348,CITY OF EDINBURGH COUNCIL,Transfer station,Industrial,5437.59,0,5437.59
East Dunbartonshire,2019,"Saica Natur UK Limited, Four Arches, Croy",WML/W/0220257,Operational,55.95139277234747,-4.049441492727349,SAICA NATUR UK LIMITED,Other treatment,Commercial / Household,49907.87,32761.52,52416.05
Outer Hebrides,2019,"Stornoway Skip Hire, 3 Creed Enterprise Park",WML/L/1159878,Operational,58.19451546943716,-6.429717920999281,DAVID JOHN MCLAUGHLIN,Transfer station,Commercial / Industrial,2744.26,2744.26,2282.04
Dumfries and Galloway,2019,"Muirhead CAS, Muirhead, Lockerbie",WML/W/0020011,Operational,55.12203617754965,-3.3720016300236386,DUMFRIES & GALLOWAY COUNCIL,Civic amenity,Household,1251.93,0,1251.93
Renfrewshire,2019,"Transfer Station, 1 McKean Street, Paisley",WML/W/0000088,Operational,55.85169504759013,-4.4356399659125545,J & M MURDOCH & SON LIMITED,Transfer station,Commercial / Household / Industrial,28051.34,28241.96,24524.91
Scottish Borders,2019,Hawick Waste TS and Com Recycling,WML/E/0220177,Operational,55.433626055234534,-2.758336928254499,SCOTTISH BORDERS COUNCIL,Civic amenity / Transfer station,Commercial / Household / Industrial,14591.93,0,14383.12
North Ayrshire,2019,"Middleton Quarry Depot TS,Lochlibo Rd,Lugton",WML/W/0022028,Operational,55.742118670138304,-4.549036618964809,ENVA SCOTLAND LIMITED,Transfer station,Commercial / Household / Industrial,49731.72,49731.72,50381.22
Dundee City,2019,Augean North Sea Services Ltd,PPC/A/1151594,Operational,56.46614758490738,-2.939813076271692,AUGEAN NORTH SEA SERVICES LIMITED,Other treatment,Other special,1555.3,0,1573.9
South Lanarkshire,2019,"James Baird Contractors, Burnhead Farm, Hamil",WML/L/1026289,Operational,55.739162696266945,-4.086464184736798,JAMES BAIRD CONTRACTORS,Transfer station,Commercial / Industrial,1720,1720,420
Renfrewshire,2019,Carymar Construction Services Ltd,WML/L/1031274,Operational,55.851445113719514,-4.42371955803808,CARYMAR CONSTRUCTION SERVICES LTD,Transfer station,Special asbestos,10.22,0,10.48
